timestamp_utc,timestamp_raw,host,process,pid,event,event_class,user,target_user,target_group,source_ip,port,tty,pwd,command,result,message,source
2021-12-05 06:35:40,Dec  5 06:35:40,ApacheWebServer,sudo,,sudo command,priv,omsagent,root,,,,unknown,/opt/microsoft/omsconfig/Scripts/2.6x-2.7x,/opt/microsoft/omsconfig/Scripts/OMSAuditdPlugin.sh get /var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/tmp,success,omsagent : TTY=unknown ; PWD=/opt/microsoft/omsconfig/Scripts/2.6x-2.7x ; USER=root ; COMMAND=/opt/microsoft/omsconfig/Scripts/OMSAuditdPlugin.sh get /var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/tmp,/var/log/auth.log
2021-12-05 06:35:40,Dec  5 06:35:40,ApacheWebServer,sudo,,session opened,session,root,,,,,,,,success,pam_unix(sudo:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:35:42,Dec  5 06:35:42,ApacheWebServer,sudo,,session closed,session,root,,,,,,,,success,pam_unix(sudo:session): session closed for user root,/var/log/auth.log
2021-12-05 06:35:47,Dec  5 06:35:47,ApacheWebServer,CRON,25281,session closed,session,omsagent,,,,,,,,success,pam_unix(cron:session): session closed for user omsagent,/var/log/auth.log
2021-12-05 06:35:54,Dec  5 06:35:54,ApacheWebServer,sshd,26059,connection closed,auth,,,,198.18.0.96,38974,,,,success,Received disconnect from 198.18.0.96 port 38974:11: Bye Bye [preauth],/var/log/auth.log
2021-12-05 06:35:54,Dec  5 06:35:54,ApacheWebServer,sshd,26059,connection closed,auth,,,,198.18.0.96,38974,,,,success,Disconnected from 198.18.0.96 port 38974 [preauth],/var/log/auth.log
2021-12-05 06:36:01,Dec  5 06:36:01,ApacheWebServer,CRON,26192,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:36:04,Dec  5 06:36:04,ApacheWebServer,CRON,26192,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:37:01,Dec  5 06:37:01,ApacheWebServer,CRON,27398,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:37:03,Dec  5 06:37:03,ApacheWebServer,CRON,27398,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:38:01,Dec  5 06:38:01,ApacheWebServer,CRON,28638,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:38:03,Dec  5 06:38:03,ApacheWebServer,CRON,28638,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:39:01,Dec  5 06:39:01,ApacheWebServer,CRON,29855,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:39:04,Dec  5 06:39:04,ApacheWebServer,CRON,29855,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:40:01,Dec  5 06:40:01,ApacheWebServer,CRON,30807,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:40:01,Dec  5 06:40:01,ApacheWebServer,CRON,30808,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:40:02,Dec  5 06:40:02,ApacheWebServer,CRON,30807,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:40:03,Dec  5 06:40:03,ApacheWebServer,CRON,30808,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:41:01,Dec  5 06:41:01,ApacheWebServer,CRON,30991,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:41:03,Dec  5 06:41:03,ApacheWebServer,CRON,30991,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:42:01,Dec  5 06:42:01,ApacheWebServer,CRON,31231,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:42:03,Dec  5 06:42:03,ApacheWebServer,CRON,31231,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:42:53,Dec  5 06:42:53,ApacheWebServer,sshd,31431,invalid user,auth,user,,,198.18.0.5,60562,,,,failure,Invalid user user from 198.18.0.5 port 60562,/var/log/auth.log
2021-12-05 06:42:53,Dec  5 06:42:53,ApacheWebServer,sshd,31431,connection closed,auth,,,,198.18.0.5,60562,,,,success,Received disconnect from 198.18.0.5 port 60562:11: Bye Bye [preauth],/var/log/auth.log
2021-12-05 06:42:53,Dec  5 06:42:53,ApacheWebServer,sshd,31431,connection closed,auth,user,,,198.18.0.5,60562,,,,failure,Disconnected from invalid user user 198.18.0.5 port 60562 [preauth],/var/log/auth.log
2021-12-05 06:43:01,Dec  5 06:43:01,ApacheWebServer,CRON,31447,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:43:04,Dec  5 06:43:04,ApacheWebServer,CRON,31447,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:44:01,Dec  5 06:44:01,ApacheWebServer,CRON,31621,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:44:02,Dec  5 06:44:02,ApacheWebServer,CRON,31621,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:45:02,Dec  5 06:45:02,ApacheWebServer,CRON,31949,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:45:02,Dec  5 06:45:02,ApacheWebServer,CRON,31948,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:45:02,Dec  5 06:45:02,ApacheWebServer,CRON,31950,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:45:02,Dec  5 06:45:02,ApacheWebServer,CRON,31948,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:45:03,Dec  5 06:45:03,ApacheWebServer,CRON,31949,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:45:05,Dec  5 06:45:05,ApacheWebServer,CRON,31950,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:46:01,Dec  5 06:46:01,ApacheWebServer,CRON,32223,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:46:03,Dec  5 06:46:03,ApacheWebServer,CRON,32223,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:47:02,Dec  5 06:47:02,ApacheWebServer,CRON,606,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:47:02,Dec  5 06:47:02,ApacheWebServer,CRON,607,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:47:06,Dec  5 06:47:06,ApacheWebServer,CRON,607,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:47:18,Dec  5 06:47:18,ApacheWebServer,CRON,606,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:48:02,Dec  5 06:48:02,ApacheWebServer,CRON,1780,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:48:06,Dec  5 06:48:06,ApacheWebServer,CRON,1780,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:49:02,Dec  5 06:49:02,ApacheWebServer,CRON,2562,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:49:05,Dec  5 06:49:05,ApacheWebServer,CRON,2562,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:50:02,Dec  5 06:50:02,ApacheWebServer,CRON,3371,session opened,session,omsagent,,,,,,,,success,pam_unix(cron:session): session opened for user omsagent by (uid=0),/var/log/auth.log
2021-12-05 06:50:02,Dec  5 06:50:02,ApacheWebServer,CRON,3372,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:50:03,Dec  5 06:50:03,ApacheWebServer,CRON,3373,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:50:06,Dec  5 06:50:06,ApacheWebServer,CRON,3372,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:50:10,Dec  5 06:50:10,ApacheWebServer,CRON,3373,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:51:03,Dec  5 06:51:03,ApacheWebServer,CRON,4123,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:51:12,Dec  5 06:51:12,ApacheWebServer,CRON,4123,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:51:14,Dec  5 06:51:14,ApacheWebServer,sshd,4112,connection closed,auth,,,,198.18.7.88,43219,,,,success,Connection reset by 198.18.7.88 port 43219 [preauth],/var/log/auth.log
2021-12-05 06:51:35,Dec  5 06:51:35,ApacheWebServer,sudo,,sudo command,priv,omsagent,root,,,,unknown,/opt/microsoft/omsconfig/Scripts/2.6x-2.7x,/opt/microsoft/omsconfig/Scripts/OMSAuditdPlugin.sh get /var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/tmp,success,omsagent : TTY=unknown ; PWD=/opt/microsoft/omsconfig/Scripts/2.6x-2.7x ; USER=root ; COMMAND=/opt/microsoft/omsconfig/Scripts/OMSAuditdPlugin.sh get /var/opt/microsoft/omsagent/00000000-0000-4000-8000-000000000001/tmp,/var/log/auth.log
2021-12-05 06:51:36,Dec  5 06:51:36,ApacheWebServer,sudo,,session opened,session,root,,,,,,,,success,pam_unix(sudo:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:51:39,Dec  5 06:51:39,ApacheWebServer,sudo,,session closed,session,root,,,,,,,,success,pam_unix(sudo:session): session closed for user root,/var/log/auth.log
2021-12-05 06:51:49,Dec  5 06:51:49,ApacheWebServer,CRON,3371,session closed,session,omsagent,,,,,,,,success,pam_unix(cron:session): session closed for user omsagent,/var/log/auth.log
2021-12-05 06:52:01,Dec  5 06:52:01,ApacheWebServer,CRON,4861,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:52:02,Dec  5 06:52:02,ApacheWebServer,sshd,4849,connection closed,auth,,,,198.18.0.57,42694,,,,success,Received disconnect from 198.18.0.57 port 42694:11:  [preauth],/var/log/auth.log
2021-12-05 06:52:02,Dec  5 06:52:02,ApacheWebServer,sshd,4849,connection closed,auth,root,,,198.18.0.57,42694,,,,success,Disconnected from authenticating user root 198.18.0.57 port 42694 [preauth],/var/log/auth.log
2021-12-05 06:52:04,Dec  5 06:52:04,ApacheWebServer,CRON,4861,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:52:57,Dec  5 06:52:57,ApacheWebServer,sudo,,sudo command,priv,omsagent,root,,,,unknown,/opt/microsoft/omsconfig/Scripts/2.6x-2.7x,/opt/microsoft/omsconfig/Scripts/OMSAptUpdates.sh,success,omsagent : TTY=unknown ; PWD=/opt/microsoft/omsconfig/Scripts/2.6x-2.7x ; USER=root ; COMMAND=/opt/microsoft/omsconfig/Scripts/OMSAptUpdates.sh,/var/log/auth.log
2021-12-05 06:52:58,Dec  5 06:52:58,ApacheWebServer,sudo,,session opened,session,root,,,,,,,,success,pam_unix(sudo:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:53:02,Dec  5 06:53:02,ApacheWebServer,CRON,5658,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:53:06,Dec  5 06:53:06,ApacheWebServer,CRON,5658,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:54:03,Dec  5 06:54:03,ApacheWebServer,CRON,6255,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:54:08,Dec  5 06:54:08,ApacheWebServer,CRON,6255,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:54:10,Dec  5 06:54:10,ApacheWebServer,sshd,6274,,,,,,,,,,,,Did not receive identification string from 198.18.0.112 port 44740,/var/log/auth.log
2021-12-05 06:54:59,Dec  5 06:54:59,ApacheWebServer,sshd,6569,invalid user,auth,user,,,198.18.0.112,37802,,,,failure,Invalid user user from 198.18.0.112 port 37802,/var/log/auth.log
2021-12-05 06:55:00,Dec  5 06:55:00,ApacheWebServer,sshd,6569,connection closed,auth,,,,198.18.0.112,37802,,,,success,"Received disconnect from 198.18.0.112 port 37802:11: Normal Shutdown, Thank you for playing [preauth]",/var/log/auth.log
2021-12-05 06:55:00,Dec  5 06:55:00,ApacheWebServer,sshd,6569,connection closed,auth,user,,,198.18.0.112,37802,,,,failure,Disconnected from invalid user user 198.18.0.112 port 37802 [preauth],/var/log/auth.log
2021-12-05 06:55:03,Dec  5 06:55:03,ApacheWebServer,CRON,6583,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:55:03,Dec  5 06:55:03,ApacheWebServer,CRON,6582,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:55:06,Dec  5 06:55:06,ApacheWebServer,CRON,6582,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:55:17,Dec  5 06:55:17,ApacheWebServer,CRON,6583,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:56:07,Dec  5 06:56:07,ApacheWebServer,CRON,6750,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:56:12,Dec  5 06:56:12,ApacheWebServer,CRON,6750,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:57:03,Dec  5 06:57:03,ApacheWebServer,CRON,6915,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:57:12,Dec  5 06:57:12,ApacheWebServer,CRON,6915,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:58:02,Dec  5 06:58:02,ApacheWebServer,CRON,7081,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:58:04,Dec  5 06:58:04,ApacheWebServer,CRON,7081,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 06:58:27,Dec  5 06:58:27,ApacheWebServer,sudo,,session closed,session,root,,,,,,,,success,pam_unix(sudo:session): session closed for user root,/var/log/auth.log
2021-12-05 06:59:06,Dec  5 06:59:06,ApacheWebServer,CRON,7660,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 06:59:10,Dec  5 06:59:10,ApacheWebServer,CRON,7660,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:00:11,Dec  5 07:00:11,ApacheWebServer,CRON,8268,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:00:11,Dec  5 07:00:11,ApacheWebServer,CRON,8269,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:00:11,Dec  5 07:00:11,ApacheWebServer,CRON,8270,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:00:12,Dec  5 07:00:12,ApacheWebServer,CRON,8269,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:00:12,Dec  5 07:00:12,ApacheWebServer,CRON,8268,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:00:12,Dec  5 07:00:12,ApacheWebServer,CRON,8270,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:01:05,Dec  5 07:01:05,ApacheWebServer,CRON,8691,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:01:15,Dec  5 07:01:15,ApacheWebServer,CRON,8691,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:02:06,Dec  5 07:02:06,ApacheWebServer,CRON,8879,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:02:09,Dec  5 07:02:09,ApacheWebServer,CRON,8879,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:03:10,Dec  5 07:03:10,ApacheWebServer,CRON,9035,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:03:11,Dec  5 07:03:11,ApacheWebServer,CRON,9035,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:04:06,Dec  5 07:04:06,ApacheWebServer,CRON,9208,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:04:09,Dec  5 07:04:09,ApacheWebServer,CRON,9208,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:05:15,Dec  5 07:05:15,ApacheWebServer,CRON,9401,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:05:16,Dec  5 07:05:16,ApacheWebServer,CRON,9402,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:05:17,Dec  5 07:05:17,ApacheWebServer,CRON,9398,session opened,session,omsagent,,,,,,,,success,pam_unix(cron:session): session opened for user omsagent by (uid=0),/var/log/auth.log
2021-12-05 07:05:17,Dec  5 07:05:17,ApacheWebServer,CRON,9401,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:05:21,Dec  5 07:05:21,ApacheWebServer,CRON,9402,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:06:15,Dec  5 07:06:15,ApacheWebServer,CRON,9556,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:06:15,Dec  5 07:06:15,ApacheWebServer,CRON,9556,session closed,session,root,,,,,,,,success,pam_unix(cron:session): session closed for user root,/var/log/auth.log
2021-12-05 07:07:14,Dec  5 07:07:14,ApacheWebServer,CRON,9715,session opened,session,root,,,,,,,,success,pam_unix(cron:session): session opened for user root by (uid=0),/var/log/auth.log
2021-12-05 07:07:14,Dec  5 07:07:14,ApacheWebServer,sshd,9733,invalid user,auth,user,,,198.18.0.3,62268,,,,failure,Invalid user user from 198.18.0.3 port 62268,/var/log/auth.log
2021-12-05 07:07:14,Dec  5 07:07:14,ApacheWebServer,sshd,9733,connection closed,auth,,,,198.18.0.3,62268,,,,success,Received disconnect from 198.18.0.3 port 62268:11: Bye Bye [preauth],/var/log/auth.log
